59,Hayashi Japanese Restaurant,"6641 Grand Avenue, Suite C, Gurnee 60031",42.3857000000,-87.9719000000,3,16744519,https://www.zomato.com/chicago/hayashi-japanese-restaurant-gurnee?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",4.1,183,
63,American Craft Kitchen & Bar - Hyatt Regency,"Hyatt Regency, 151 1st Floor E Wacker Drive, Chicago 60601",41.8878750000,-87.6223305556,3,16755700,https://www.zomato.com/chicago/american-craft-kitchen-bar-loop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/16755700_RESTAURANT_5805162c5dc0ac7a9de6c6e16a0b7bd0_c.jpg,3.2,18,
69,Kappy's American Grill,"7200 W. Dempster Street, Morton Grove 60053",42.0411805556,-87.8067944444,2,16746895,https://www.zomato.com/chicago/kappys-american-grill-morton-grove?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/16746895_RESTAURANT_73db7760c8fc5047a36210eab3556e9a.jpg,3.6,82,
45,Burger Boss,"7512 W. North Avenue, Chicago 60707",41.9088555556,-87.8139583333,1,16754182,https://www.zomato.com/chicago/burger-boss-elmwood-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/16754182_RESTAURANT_6fbc84a7b940a039a11caff933638918_c.jpg,3.4,32,
50,The Burger Local,"577 S 3rd Street, Suite 102 60134",41.8820170000,-88.3089550000,1,18278509,https://www.zomato.com/chicago/the-burger-local-geneva?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",0,1,
51,Niu Japanese Fusion Lounge,332 E Illinois Street 60611,41.8910527778,-87.6184611111,3,16739658,https://www.zomato.com/chicago/niu-japanese-fusion-lounge-streeterville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",4.2,405,
56,Fuji Japanese Steak House,15132 S. La Grange Road 60462,41.6146444444,-87.8550111111,3,16748444,https://www.zomato.com/chicago/fuji-japanese-steak-house-orland-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",4.2,227,
53,Gyu-Kaku Japanese BBQ,210 E Ohio Street 60611,41.8929638889,-87.6224138889,3,16753644,https://www.zomato.com/chicago/gyu-kaku-japanese-bbq-streeterville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",3.9,115,
58,Ringo Japanese Kitchen,"2507 N Lincoln Avenue, Chicago 60614",41.9274111111,-87.6514805556,2,16737733,https://www.zomato.com/chicago/ringo-japanese-kitchen-lincoln-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/16737733_RESTAURANT_936cdc794923a3b6d7e3a0da508d9a61.jpg,3.8,98,
62,American Girl Cafe,"Water Tower Place, 835 N Michigan Avenue, Level 2, Chicago 60611",41.8981989000,-87.6238356000,3,16731985,https://www.zomato.com/chicago/american-girl-cafe-magnificent-mile?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",3.4,69,
